actorid,name.data,name.orig,name.orig.full,name.orig.fulleng,namechange,newname,newname.full.mt,newname.fulleng,org,dyadid,primary.party,osid,osvcoalition,osvcoalitionid,nsid,nscoalition,nscoalitionid,splinter,name.prev,actorid.prev,split.temp,name.split.temp,actorid.split.temp,alliance,name.alliance,actorid.alliance,join.group,group.name,actorid.group,location,gwno.loc,region,conflictid,origin,parent.org.subset,origin.name,origin.notes,ideology,ethnicity,religion,sources,delete,,
1092,SSA,SSA,,Shan State Army,0,,,,1,746,NA,NA,0,,,0,,0,,NA,0,,NA,1,TRC,1096,0,,NA,Myanmar (Burma),775,3,Jan-67,alliance,0,SNUF; SSIA; KRF,Alliance of form NSH factions,Secessionist,Shan,None,UCDP,,,
1093,SSNLO,SSNLO,,Shan State Nationalities Liberation Organization,0,,,,1,748,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Myanmar (Burma),775,3,Jan-67,political party,0,Pa-O National Organization,Communist Shan movement,Secessionist; Communist,Shan,None,UCDP,,,
1094,SURA,SURA,,Shan United Revolutionary Army,0,,,,1,747,NA,NA,0,,,0,,0,,NA,0,,NA,1,TRC,1096,0,,NA,Myanmar (Burma),775,3,Jan-67,splinter,1,SSA,Broke from SSA as movement moved toward warlordism,Secessionist,Shan,None,UCDP,,,
1095,SSRA,SSRA,,Shan State Revolutionary Army,0,,,,1,750,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Myanmar (Burma),775,3,Jan-67,criminal organization,0,SSRA,Group formed from Shan drug trafficing organization that existed primarily in Laos,Secessionist; Illict Trade,Shan,None,"Jongman, Political Terrorism: A new Guide to Actors, Concepts, Data",,,
1096,TRC,TRC,,Tailand Revolutionary Council,0,,,,1,751,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Myanmar (Burma),775,3,Jan-67,alliance,1,SUA; SURA,Formed alliance possibly to reduce dependence on KMT,Secessionist,Shan,None,"Jongman, Political Terrorism: A new Guide to Actors, Concepts, Data",,1,possibly same as MTA
1097,MTA,MTA,,Mong Tai Army,0,,,,1,308,NA,NA,0,,2-248,0,,0,,NA,0,,NA,0,,,0,,NA,"Myanmar (Burma), Thailand","775, 800",3,Jan-67,alliance,0,SUA; SURA,Not sure how this differs from MTA,Secessionist,Shan,None,UCDP,,,
1098,RCSS,RCSS,,Restoration Council of Shan States,0,,,,1,307,NA,NA,0,,2-146,0,,1,MTA,1097,0,,NA,0,,,0,,NA,Myanmar (Burma),775,3,Jan-67,splinter,1,SSA,Southern faction of SSA,Secessionist,Shan,None,UCDP,,,
1099,NC,NC,,Nepali Congress,0,,,,1,652,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Nepal,790,3,Jan-72,political party,0,NC,Political party involved in several uprisings against monarchy,Democracy,Nepali,None,Wikipedia,,,
1100,CPN-M,CPN-M,,Communist Party of Nepal-Maoist,0,,,,1,349,NA,1100,0,,Feb-40,0,,0,,NA,0,,NA,0,,,0,,NA,Nepal,790,3,Jan-72,political party,0,CPN-M,Political party created shortly before launching civil war,Communist,Nepali,None,WIkipedia,,,
1101,OAS,OAS,Organisation de l_‹_armê©e secrê‘te,Secret Army Organization,0,,,,1,584,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,France,220,1,Jan-73,military faction,1,French Army; French Foreign Legion,Former military members fought to oppose Algerian independence,Reclaim Territory,French,Catholic,Wikipedia,,,
1102,KDP,KDP,Al-hizb al dimuqraati al-kurid,Kurdish Democratic Party of Iraq,0,,,,1,279,NA,NA,0,,"2-218, 2-217",0,,0,,NA,0,,NA,0,,,0,,NA,"Iraq, Turkey","645, 640",2,Jan-74,political party,0,KDP,Kurdish party that has used violence in pursuit of independence,Secessionist,Kurdish,Mixed,Wikipedia,,,
1103,PUK,PUK,,Patriotic Union of Kurdistan,0,,,,1,285,NA,NA,0,,"2-17, 2-217, 2-216, 2-388",0,,1,KDP,1102,0,,NA,0,,,0,,NA,"Iraq, Turkey","645, 640",2,Jan-74,splinter,1,KDP,Forced out of KDP for being too far to left,Secessionist,Kurdish,Mixed,WIkipedia,,,
1104,KDP-QM,KDP-QM,Al-hizb al dimuqraati al-kurid - Qiyada Muvaqqata,Kurdish Democratic Party of Iraq-Provisional Command ,0,,,,1,653,NA,NA,0,,,0,,1,KDP,1102,0,,NA,0,,,1,KDP,1102,Iraq,645,2,Jan-74,splinter,1,KDP,Remaining KDP party after PUK split,Secessionist,Kurdish,Mixed,UCDP,,,
1106,CCO,CCO,,Clandestine Communist Organization,0,,,,1,586,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Malaysia,820,3,Jan-83,political party,1,CCO,Divided from previous communist movement by geography and ethnicity,Communist,Chinese,None,Wikipedia,,,
1108,OPM,OPM,Organisasi Papua merdeka,Organization for a Free Papua,0,,,,1,498,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Indonesia,850,3,Jan-94,political party,0,OPM,Pro-secession political party turned to violence when undemocratic referendum failed,Secessionist,NA,NA,UCDP,,,
1109,MNF,MNF,,Mizo National Front,0,,,,1,505,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,Jan-99,political party,0,MNF,"Opposed govt over famine, favored secession",Secessionist,Mizo,NA,Wikipedia,,,
1110,Military faction (forces loyal to Nureddin Atassi and Youssef Zeayen),Military faction (forces loyal to Nureddin Atassi and Youssef Zeayen),,Military faction (forces loyal to Nureddin Atassi and Youssef Zeayen),0,,,,1,518,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Syria,652,2,1-102,military faction,1,Syrian Army,Coup attempt resulting from internal divide in Baath party over whether to favor urban or rural policies,Coup,Arab,Islam (Alawi),UCDP,,,
1111,Muslim Brotherhood,Muslim Brotherhood,,Muslim Brotherhood,0,,,,1,519,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Syria,652,2,1-102,transnational political organization,0,Muslim Brotherhood,MB had uprising in response to repression by Baaths and pro-Christian intervention in Lebanon,Political Grievance,Arab,Islam,UCDP,,,
1112,KR,KR,Khmer Rouge,Red Khmers,1,"FUNK, KR","Front uni national du Kampuchê©a, Khmer Rouge","National United Front of Kampuchea, Red Khmers",1,364,NA,1112,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Cambodia (Kampuchea),811,3,1-103,political party,0,Communisty Party of Kampuchea,Followers of CPK with support from N. Vietnam fought military regime,Communist,Cambodian,None,Wikipedia,,,
1113,KNUFNS,KNUFNS,,Kampuchean National United Front for National Salvation,0,,,,1,553,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Cambodia (Kampuchea),811,3,1-103,political party,0,Marxist Kampuchean People's Revolutionary Party,"Khmer Rouge balanced against Vietnam, Vietnam responding by sponsoring rival communist faction and later invading",Communist,Cambodian,None,Wikipedia,,,
1114,KPNLF,KPNLF,,Khmer People_‹_s National Liberation Front,0,,,,1,378,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Cambodia (Kampuchea),811,3,1-103,exiles/diaspora,1,KPNLF,Neutralists exiles who opposed both Khmer Rouge and Vietnam-backed successor,anti-Communist,Cambodian,None,Wikipedia,,,
1115,FUNCINPEC,FUNCINPEC,"Front uni national pour un Cambodge indê©pendent, neutre, pacifique et coopê©ratif","United National Front for an Independent, Neutral, Peaceful and Cooperative Cambodia",0,,,,1,379,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Cambodia (Kampuchea),811,3,1-103,deposed government,0,Shianouk regime,Organization formed in exile with support from China to remove pro-Vietnam government,Democracy,Cambodian,None,Wikipedia,,,
1116,MIM,MIM,,Mindanao Independence Movement,0,,,,1,507,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Philippines,840,3,1-112,anti-colonial; regional government,0,Cotabato Regional Government,Anti-Japanese hero who became regional governor,Secessionist,Moro,Islam,Wikipedia,,,
1117,MNLF,MNLF,,Moro National Liberation Front,0,,,,1,247,NA,NA,0,,,0,,1,MIM,1116,0,,NA,0,,,0,,NA,Philippines,840,3,1-112,splinter,1,MIM,"Trained in Malaysia, unclear why they split",Secessionist,Moro,Islam,Wikipedia,,,
1118,MILF,MILF,,Moro Islamic Liberation Front,0,,,,1,242,NA,1118,0,,2-446,0,,1,MNLF,1117,0,,NA,0,,,0,,NA,Philippines,840,3,1-112,splinter,1,MNLF,Broke away after MNLF stopped fighting,Secessionist,Moro,Islam,Wikipedia,,,
1119,ASG,ASG,,Abu Sayyaf Group,0,,,,1,249,NA,1119,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Philippines,840,3,1-112,transnational political organization,0,al-Qaeda,Originally created with support from Bin Laden; now loyal to IS,Islamist,Moro,Islam,Wikipedia,,,
1120,MNLF - NM,MNLF - NM,,Moro National Liberation Front - Nur Misauri faction,0,,,,1,252,NA,NA,0,,,0,,1,MNLF,1117,0,,NA,0,,,0,,NA,Philippines,840,3,1-112,splinter,1,MNLF,MNLF splintered after peace agreement,Secessionist,Moro,Islam,UCDP,,,
1121,MNLF - HM,MNLF - HM,,Moro National Liberation Front - Habier Malik faction,0,,,,1,647,NA,NA,0,,,0,,1,MNLF,1117,0,,NA,0,,,0,,NA,Philippines,840,3,1-112,splinter,1,MNLF,MNLF splintered after peace agreement,Secessionist,Moro,Islam,UCDP,,,
1122,Mukti Bahini,Mukti Bahini,Mukti Bahini,Liberation Force,0,,,,1,542,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Pakistan,770,3,1-116,regional government,0,East Pakistan Government,"A mix of army, govt, and civilians in E. Pakistan formed movement for independence",Secessionist,Bangladeshi,Islam,WIkipedia,,,
1123,JVP,JVP,Janatha Vimukthi Peramuna,People's Liberation Front,0,,,,1,256,NA,1123,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Sri Lanka,780,3,1-117,political party,0,JVP,Leftist insurgency against gov,Communist,NA,None,UCDP,,,
1124,PIRA,PIRA,,Provisional Irish Republican Army,0,,,,1,216,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,United Kingdom,200,1,1-119,splinter,1,IRA,"More violent, less Marxist faction split from IRA following defeat in 1969",Irredentist,Irish,Catholic,Wikipedia,,,
1125,RIRA,RIRA,,Real Irish Republican Army,0,,,,1,248,NA,NA,0,,,0,,1,PIRA,1124,0,,NA,0,,,0,,NA,United Kingdom,200,1,1-119,splinter,1,PIRA,Broke away in opposition to peace process,Irredentist,Irish,Catholic,Wikipedia,,,
1126,PFLO,PFLOAG,al-Jabha al-Sha'abiya li-Tahrir al-Khalij al-'Arabi al-Muhtall,Popular Front for the Liberation of the Occupied Arab Gulf,1,PFLO,,Popular Front for the Liberation of Oman,1,561,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Oman,698,2,1-121,secessionist organization,0,Dhofar Liberation Front,Tribal secessionist movement gradually expanded into bid for central gov,Regime Change,Dhofar,None,UCDP,,,
1127,JSS/SB,JSS/SB,Jana Samhati Samiti/Shanti Bahini,People's Solidarity Association/Peace Force,0,,,,1,223,NA,1127,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Bangladesh,771,3,1-126,political party,0,United People's Welfare Party of the Chittagong Hill Tracts,Chittagong hill people sought independence,Autonomy,Chittagong,None,Wikipedia,,,
1129,BLA,BLA,,Balochistan Liberation Army,0,,,,1,639,NA,1129,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Pakistan,770,3,1-129,student organization,0,Baloch Students Organization,,Secessionist,Baloch,None,Wikipedia,,,
1130,Baloch Ittehad,Baloch Ittehad,Baloch Ittehad,Baloch Unity,0,,,,1,638,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Pakistan,770,3,1-129,secessionist organization,0,NA,Alliance of Baloch nationalist groups,Secessionist,Baloch,None,UCDP,,,
1131,BRA,BRA,,Balochistan Republican Army,0,,,,1,774,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Pakistan,770,3,1-129,student organization; tribal groups,0,Student organizations; Baloch tribal groups,,Secessionist,Baloch,None,http://web.stanford.edu/group/mappingmilitants/cgi-bin/groups/view/571,,,
1132,Fretilin,Fretilin,Frente revolucionêçria de Timor Leste independente,Revolutionary Front for an Independent East Timor,0,,,,1,344,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Indonesia,850,3,1-134,occupying military,0,Portugese Garrison,Former Portugese forces switched allegiance to East Timorese independence movement,Secessionist,Timorese,None,wikipedia,,,
1133,PDPA,PDPA,Hizb-i Demokratik-i Khalq-i Afghanistan,People's Democratic Republic of Afghanistan,0,,,,1,727,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Afghanistan,700,3,1-137,political party,0,PDPA,Communist party launched coup ,Communist,Pashtun,None,UCDP,,,
1134,Jam'iyyat-i Islami-yi Afghanistan,Jam'iyyat-i Islami-yi Afghanistan,Jam'iyyat-i Islami-yi Afghanistan,Islamic Society of Afghanistan,0,,,,1,411,NA,NA,0,,"2-158, 2-161, 2-162, 2-163",0,,0,,NA,0,,NA,1,UIFSA,1147,0,,NA,Afghanistan,700,3,1-137,splinter,1,Harakat-i Inqilab-i Islami-yi Afghanistan ,,Islamist,Tajik,Islam,wikipedia,,,
1135,Harakat-i Inqilab-i Islami-yi Afghanistan ,Harakat-i Inqilab-i Islami-yi Afghanistan ,Harakat-i Inqilab-i Islami-yi Afghanistan ,Movement of the Islamic Revolution/Uprising of Afghanistan,0,,,,1,731,NA,NA,0,,2-154,0,,0,,NA,0,,NA,0,,,0,,NA,Afghanistan,700,3,1-137,political party,0,Harakat-i Inqilab-i Islami-yi Afghanistan ,Islamist group that opposed new communist gov,Islamist,Pashtun,Islam (Sunni),wikipedia,,,
1136,Hizb-i Islami-yi Afghanistan - Khalis faction,Hizb-i Islami-yi Afghanistan - Khalis faction,Hizb-i Islami-yi Afghanistan - Khalis faction,Islamic Party of Afghanistan - Khalis faction,0,,,,1,760,NA,NA,0,,,0,,1,Hizb-i Islami-yi Afghanistan,1141,0,,NA,0,,,0,,NA,Afghanistan,700,3,1-137,splinter,1,Hizb-i Islami-yi Afghanistan,,Islamist,Pashtun,Islam (Sunni),wikipedia,,,
1137,Jabha-yi Nijat-i Milli-yi Afghanistan ,Jabha-yi Nijat-i Milli-yi Afghanistan ,Jabha-yi Nijat-i Milli-yi Afghanistan ,Afghanistan National Liberation Front,0,,,,1,733,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Afghanistan,700,3,1-137,political party,0,Jabha-yi Nijat-i Milli-yi Afghanistan ,"Moderate Islamist party originally in coalition against Communist regime, then briefly ruling party in 1992",Islamist,Pashtun,Islam (Sunni),wikipedia,,,
1138,Mahaz-i Milli-yi Islami-yi Afghanistan ,Mahaz-i Milli-yi Islami-yi Afghanistan ,Mahaz-i Milli-yi Islami-yi Afghanistan ,National Islamic Front of Afghanistan,0,,,,1,732,NA,NA,0,,2-162,0,,0,,NA,0,,NA,0,,,0,,NA,Afghanistan,700,3,1-137,political party,0,Mahaz-i Milli-yi Islami-yi Afghanistan ,Relatively political party formed in Pakistan in response to Communist coup,Islamist,Pashtun,Islam (Sunni),Wikipedia,,,
1139,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,Islamic Union for the Freedom of Afghanistan,0,,,,1,735,NA,NA,0,,2-154,0,,0,,NA,0,,NA,0,,,0,,NA,Afghanistan,700,3,1-137,political party,0,Ittihad-i Islami Bara-yi Azadi-yi Afghanistan ,More extreme Islamist party with ties to Saudi Arabia,Islamist,Pashtun,Islam (Sunni),http://www.rawa.org/hrw-court.htm,,,
1140,Harakat-i Islami-yi Afghanistan,Harakat-i Islami-yi Afghanistan,Harakat-i Islami-yi Afghanistan,Islamic Movement,0,,,,1,737,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Afghanistan,700,3,1-137,political party,0,Harakat-i Islami-yi Afghanistan,Iran-backed Islamist group ,Islamist,Persian,Islam (Shiite),http://www.rawa.org/hrw-court.htm,,,
1141,Hizb-i Islami-yi Afghanistan,Hizb-i Islami-yi Afghanistan,Hizb-i Islami-yi Afghanistan,Islamic Party of Afghanistan,0,,,,1,412,NA,NA,0,,"2-158, 2-157, 2-159, 2-156, 2-160, 2-10682",0,,1,Jam'iyyat-i Islami-yi Afghanistan,1134,0,,NA,0,,,0,,NA,Afghanistan,700,3,1-137,splinter,1,Jam'iyyat-i Islami-yi Afghanistan,,Islamist,Pashtun,Islam (Sunni),Wikipedia,,,
1142,Hizb-i Wahdat,Hizb-i Wahdat,Hizb-i Wahdat,Unity Party ,0,,,,1,413,NA,NA,0,,"2-155, 2-156, 2-10676",0,,0,,NA,0,,NA,1,UIFSA,1147,0,,NA,Afghanistan,700,3,1-137,alliance,1,Harakat-i Islami-yi Afghanistan; others,Alliance of Shiite groups,Islamist,Persian,Islam (Shiite),Wikipedia,,,
1143,Military faction (forces of Shahnawaz Tanay),Military faction (forces of Shahnawaz Tanay),,Military faction (forces of Shahnawaz Tanay),0,,,,1,476,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Afghanistan,700,3,1-137,military faction,1,Afghan Army,Coup attempt in alliance with some Islamist groups,Coup; Islamist,Pashtun,Islam (Sunni),UCDP,,,
1144,Junbish-i Milli-yi Islami,Junbish-i Milli-yi Islami,Junbish-i Milli-yi Islami,National Islamic Movement,0,,,,1,422,NA,NA,0,,"2-161, 2-159, 2-10676",0,,0,,NA,0,,NA,1,UIFSA,1147,0,,NA,Afghanistan,700,3,1-137,political party,0,Dostum's Militia,Dostum created party shortly after joining govt in 1992,Ethnic Grievances,Uzbek,Islam (Sunni),Wikipedia,,,
1146,Taleban,Taleban,Taleban,Taleban,0,,,,1,327,NA,1146,0,,2-160,0,,0,,NA,0,,NA,0,,,0,,NA,Afghanistan,700,3,1-137,religious organization,0,Taleban,Mullah Omar formed uprising of Muslim students,Islamist,Pashtun,Islam (Sunni),Wikipedia,,,
1147,UIFSA,UIFSA,Jabha-yi Muttahid-i Islami-yi Milli bara-yi Nijat-i Afghanistan,United Islamic Front for the Salvation of Afghanistan,0,,,,1,423,NA,1147,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Afghanistan,700,3,1-137,alliance,0,"Junbish, Hizb-I Islami","Alliance of deposed government, and Islamist militias",Restore Government,Tajik; Uzbek; other,Islam (Sunni),Wikipedia,,,
1148,TNV,TNV,,Tripura National Volunteers,0,,,,1,515,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,1-139,militia,0,Tripura Sena,Secession for Tripura tribe,Secessionist,Tripura,None,UCDP,,,
1149,ATTF,ATTF,,All Tripura Tiger Force,0,,,,1,262,NA,1149,0,,,0,,1,TNV,1148,0,,NA,0,,,0,,NA,India,750,3,1-139,splinter,1,TNV,,Secessionist,Tripura,None,UCDP,,,
1150,NLFT,NLFT,,National Liberation Front of Tripura,0,,,,1,269,NA,1150,0,,2-501,0,,1,TNV,1148,0,,NA,0,,,0,,NA,"India, Bangladesh","750, 771",3,1-139,splinter,1,TNV,,Secessionist,Tripura,None,UCDP,,,
1151,MEK,MEK,Mujahideen e Khalq,People's Mujahideen,0,,,,1,246,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Iran,630,2,1-143,political party,0,Liberation Movement,Anti-Shah movement,Islamist,Persian,Islam (Shiite),UCDP,,,
1152,PJAK,PJAK,Partêë Jiyanêë Azadêë Kurdistan,The Free Life Party of Kurdistan,0,,,,1,459,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Iran,630,2,1-143,political party,0,PKK,,Secessionist,Kurdish,Mixed,UCDP,,,
1153,Jondullah,Jondullah,Jondullah,God_‹_s Army,0,,,,1,640,NA,1153,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Iran,630,2,1-143,splinter,1,Baluchi Autonomist Movement,Allegedly created by Saddam,Ethnic Grievances,Baloch,Islam (Sunni),Wikipedia,,,
1154,APCO,APCO,,Arab Political and Cultural Organization,0,,,,1,546,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Iran,630,2,1-144,alliance - political parties,0,,Several Arab political and social organizations formed in response to 1979 revolution,Autonomy,Arab,Islam (Sunni),UCDP,,,
1155,JSM,JSM,al-Jama'a al-Salafiyya al-Muhtasiba,The Salafi groups which practice hisba,0,,,,1,548,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Saudi Arabia,670,2,1-145,religious organization,0,,,Religious Grievance,Arab,Islam (Salafi),UCDP,,,
1156,ETA,ETA,Euskadi ta azkatasuna,Basque Nation and Liberty,0,,,,1,366,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Spain,230,1,1-147,student organization,0,Ekin,,Secessionist,Basque,None,UCDP,,,
1157,PLA,PLA,,People_‹_s Liberation Army,0,,,,1,325,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,1-152,foreign intervention,0,,Helped by China,Secessionist,Mixed,None,UCDP,,,
1158,UNLF,UNLF,,United National Liberation Front,0,,,,1,336,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,1-152,alliance,0,,Amalgamation of several previous secessionist organizations,Secessionist,NA,NA,http://www.globalsecurity.org/military/world/para/unlf.htm,,,
1159,KNF,KNF,,Kuki National Front,0,,,,1,788,NA,1159,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,1-263,foreign intervention,0,,Founded w/ help from Kachin Independence Army,Secessionist,Kuki,None,UCDP,,,
1160,KCP,KCP,,Kangleipak Communist Party,0,,,,1,764,NA,NA,0,,,0,,1,PREPAK,1161,0,,NA,0,,,0,,NA,India,750,3,1-152,splinter,1,PREPAK,,Secessionist; Communist,Manipur,None,UCDP,,,
1161,PREPAK,PREPAK,,People's Revolutionary Party of Kangleipak,0,,,,1,766,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,1-152,political party,0,,,Secessionist,Manipur,None,Wikipedia,,,
1162,Sikh insurgents,Sikh insurgents,,Sikh insurgents,0,,,,1,387,NA,1162,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,1-156,protests,1,,Vareity of short-lived factions,Secessionist,Punjabi,Sikh,UCDP,1,,
1163,LTTE,LTTE,Thamil Eelam Viduthalai Puligal,Liberation Tigers of Tamil Eelam,0,,,,1,243,NA,1163,0,,"2-108, 2-318, 2-319",0,,0,,NA,0,,NA,0,,,0,,NA,Sri Lanka,780,3,1-157,militia,0,TNT,,Secessionist,Tamil,None,Wikipedia,,,
1164,TELO,TELO,,Tamil Eelam Liberation Organization,0,,,,1,526,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Sri Lanka,780,3,1-157,student organization,0,,,Secessionist,Tamil,None,UCDP,,,
1165,EPRLF,EPRLF,,Eelam People's Revolutionary Liberation Front,0,,,,1,687,NA,NA,0,,2-318,0,,0,,NA,0,,NA,0,,,0,,NA,Sri Lanka,780,3,1-157,splinter,1,EROS,,Secessionist,Tamil,None,Wikipedia,,,
1166,PKK,PKK,Partiya karkeren Kurdistan,Kurdistan Worker_‹_s Party,1,"KADEK, KONGRA-GEL , PKK",,"Kurdistan Freedom and Democracy Congress, People_‹_s Congress of Kurdistan, Kurdistan Worker_‹_s Party",1,333,NA,1166,0,,"2-218, 2-388",0,,0,,NA,0,,NA,0,,,0,,NA,"Turkey, Syria, Iraq","640, 652, 645",2,1-159,student organization,0,,,Irredentist,Kurdish,Mixed,Wikipedia,,,
1167,Yemenite Socialist Party - Abdul Fattah Ismail faction,Yemenite Socialist Party - Abdul Fattah Ismail faction,,Yemenite Socialist Party - Abdul Fattah Ismail faction,0,,,,1,564,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,South Yemen,680,2,1-164,deposed government,0,,Ismail returned from exile and and his loyalists staged a coup,Coup,Arab,Islam (Sunni),UCDP,,,
1168,Kashmir insurgents,Kashmir insurgents,,Kashmir insurgents,0,,,,1,355,NA,1168,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,1-169,exiles/diaspora,1,,Biggest faction JKLF led by exiles in Europe; many other factions,Secessionist,Pakistani,Islam (Sunni),Wikipedia,1,,
1169,ULFA,ULFA,,United Liberation Front of Assam,0,,,,1,296,NA,1169,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,India,750,3,1-170,grassroots,0,,"Young activists founded the group, and recruited later",Secessionist,Assam,None,Wikipedia,,,
1170,GAM,GAM,Gerakan Aceh Merdeka,Free Aceh Movement,0,,,,1,347,NA,1170,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Indonesia,850,3,1-171,splinter,0,Darul Islam,Former Darul Islam leadership founded GAM,Secessionist,Acenese,None,Wikipedia,,,
1171,BRA,BRA,,Bougainville Revolutionary Army,0,,,,1,337,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Papua New Guinea,910,3,1-174,protests,0,,Riots over environmental degradation eventually led to the formation of BRA,Secessionist; Environmental Grievances,Bougainese,None,"Forster, ""The Bougainville Revolutionary Army,"" The Contemporary Pacific",,,
1172,NSF,NSF,Frontul Salvã„rii NaÅ£ionale,National Salvation Front,0,,,,1,357,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Rumania,360,1,1-175,alliance,0,,"Coalition of government officials, academics, and possibly others",Democracy,Romanian,None,WIkipedia,,,
1173,Republic of Armenia,Republic of Armenia,,Republic of Armenia,0,,,,1,370,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Russia (Soviet Union),365,1,1-181,regional government,0,,Armenia declared independence and claimed Nagorno-Karabahk,Territory,Armenian,None,UCDP,1,,
1174,APF,APF,,Azerbaijani Popular Front,0,,,,1,373,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Russia (Soviet Union),365,1,1-182,protests,0,,Anti-soviet protests,Democracy,Azeri,None,UCDP,,,
1175,National Guard and Mkhedrioni,National Guard and Mkhedrioni,,National Guard and Mkhedrioni,0,,,,1,239,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Georgia,372,1,1-185,militia; military faction,0,,"Anti-occupation, anti-minority milita joined by some military defectors",Coup,Georgian,Christian (Orthodox),Wikipedia,,,
1176,Zviadists,Zviadists,,Zviadists,0,,,,1,289,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Georgia,372,1,1-185,deposed government,0,,,Restore Government,Georgian,None,UCDP,,,
1177,Devrimci Sol,Devrimci Sol,Devrimci Sol,Revolutionary Left,0,,,,1,330,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Turkey,640,2,1-188,political party,1,Devrimci Yol,Splinter of a leftist political party,Communist,Turkish,None,UCDP,,,
1178,MKP,MKP,Maoist Komê_nist Partisi,Maoist Communist Party,0,,,,1,457,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Turkey,640,2,1-188,political party,0,,Disputes about which party is the source,Communist,Turkish,None,UCDP,,,
1179,Republic of Slovenia,Republic of Slovenia,,Republic of Slovenia,0,,,,1,281,NA,NA,0,,,0,,0,,NA,0,,NA,0,,,0,,NA,Serbia (Yugoslavia),345,1,1-189,regional government,0,,,Secessionist,Slovene,Christian (Catholic),UCDP,,,
