"actorid","name.data","name.orig","name.orig.full","name.orig.fulleng","namechange","newname","newname.full.mt","newname.fulleng","org","dyadid","primary.party","osid","osvcoalition","osvcoalitionid","nsid","nscoalition","nscoalitionid","splinter","name.prev","actorid.prev","split.temp","name.split.temp","actorid.split.temp","alliance","name.alliance","actorid.alliance","join.group","group.name","actorid.group","location","gwno.loc","region","conflictid","origin"
1283,"Second Liberation Army","Second Liberation Army","","Second Liberation Army",0,"","","",1,"659",NA,NA,0,"","",0,"",1,"Frolinat",1281,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91","splinter"
1284,"FAN","FAN","Forces armées du nord","Armed Forces of the North",0,"","","",1,"660",NA,NA,0,"","",0,"",1,"Second Liberation Army",1283,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91","splinter"
1285,"FAP","FAP","Forces armées populaires","People’s Armed Forces",0,"","","",1,"661",NA,NA,0,"","",0,"",1,"Second Liberation Army",1283,0,"",NA,1,"GUNT","1287",0,"",NA,"Chad","483","4","1-91","splinter"
1286,"FAT","FAT","Forces Armées Tchadiennes","Chadian Armed Forces",0,"","","",1,"662",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"GUNT","1287",0,"",NA,"Chad","483","4","1-91",NA
1287,"GUNT","GUNT","Gouvernement d’union nationale de transition","Transitional Government of National Unity",0,"","","",1,"663",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91","alliance"
1288,"Islamic Legion","Islamic Legion","","Islamic Legion",0,"","","",1,"20",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91",NA
1289,"Revolutionary Forces of 1 April ","Revolutionary Forces of 1 April ","","Revolutionary Forces of 1 April ",0,"","","",1,"18",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"MPS","1291",0,"",NA,"Chad","483","4","1-91",NA
1290,"MOSANAT","MOSANAT","Mouvement pour le salut national du Chad","Movement for the National Salvation of Chad",0,"","","",1,"19",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"MPS","1291",0,"",NA,"Chad","483","4","1-91",NA
1291,"MPS","MPS","Mouvement patriotique du salut","Patriotic Salvation Movement",0,"","","",1,"23",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91","alliance"
1292,"MDD","MDD","Mouvement pour la démocratie et le dévelopment","Movement for Democracy and Development",0,"","","",1,"25",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91",NA
1293,"CNR","CNR","Comité national de redressement","National Council for Recovery",0,"","","",1,"22",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91",NA
1294,"CSNPD","CSNPD","Conseil de salut national pour la paix et la démocratie","Committee of National Revival for Peace and Democracy",0,"","","",1,"21",NA,1294,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91",NA
1295,"Military faction (forces of Maldoum Bada Abbas)","Military faction (forces of Maldoum Bada Abbas)","","Military faction (forces of Maldoum Bada Abbas)",0,"","","",1,"777",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91","military faction"
1296,"FNT","FNT","Front national tchadien","Chad National Front",0,"","","",1,"24",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91",NA
1297,"FARF","FARF","Forces armées pour la République fédérale","Armed Forces of the Federal Republic",0,"","","",1,"26",NA,1297,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91",NA
1298,"MDJT","MDJT","Mouvement pour la démocratie et la justice au Tchad","Movement for Democracy and Justice in Chad",0,"","","",1,"27",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91",NA
1299,"FUCD","RDL","Rassemblement pour la Démocratie et la Liberté","Rally for Democray and Liberty",1,"FUCD","Front Unique pour le changement démocratique","United Front for Democratic Change",1,"455",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Chad","483","4","1-91",NA
1300,"RAFD","RAFD","Rassemblement des Forces démocratiques","Rally of Democratic Forces",0,"","","",1,"633",NA,NA,0,"","",0,"",1,"AN ",1577,0,"",NA,1,"AN, UFR","1577, 1953",0,"",NA,"Chad","483","4","1-91","splinter"
1301,"CDR","CDR","Conseil démocratique révolutionnaire","Revolutionary Democratic Council",0,"","","",1,"664",NA,NA,0,"","",0,"",1,"GUNT",1287,0,"",NA,1,"UFDD","1302",0,"",NA,"Chad","483","4","1-91","splinter"
1302,"UFDD","UFDD","Union des Forces pour la Démocratie et le Développement","Union Force for Democracy and Development ",0,"","","",1,"634",NA,NA,0,"","",0,"",1,"AN ",1577,0,"",NA,1,"AN, UFR","1577, 1953",0,"",NA,"Chad","483","4","1-91","alliance"
1303,"NLC","NLC","","National Liberation Council",0,"","","",1,"502",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ghana","452","4","1-98",NA
1304,"Military faction (forces of Jerry John Rawlings)","Military faction (forces of Jerry John Rawlings)","","Military faction (forces of Jerry John Rawlings)",0,"","","",1,"503",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ghana","452","4","1-98","military faction"
1305,"Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo) ","Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo) ","","Military faction (forces of Ekow Dennis and Edward Adjei-Ampofo) ",0,"","","",1,"504",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ghana","452","4","1-98","military faction"
1306,"Military faction (forces of Patrick Nzeogwu)","Military faction (forces of Patrick Nzeogwu)","","Military faction (forces of Patrick Nzeogwu)",0,"","","",1,"494",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Nigeria","475","4","1-100","military faction"
1307,"SWAPO","SWAPO","","South West Africa People’s Organization",0,"","","",1,"516",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"South Africa","560","4","1-101",NA
1308,"Republic of Biafra","Republic of Biafra","","Republic of Biafra",0,"","","",1,"528",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Nigeria","475","4","1-107",NA
1309,"RFDG","RFDG","Rassemblement des Forces démocratiques de Guinée","Rally of Democratic Forces of Guinea",0,"","","",1,"57",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Guinea","438","4","1-111",NA
1310,"Sudanese Communist Party","Sudanese Communist Party","","Sudanese Communist Party",0,"","","",1,"520",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan","625","4","1-113",NA
1311,"Islamic Charter Front","Islamic Charter Front","","Islamic Charter Front",0,"","","",1,"521",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan","625","4","1-113",NA
1312,"SPLM/A","SPLM/A","","Sudanese People’s Liberation Movement/Army",0,"","","",1,"641",NA,1312,0,"","2-329, 2-327, 2-328, 2-330, 2-107, 2-331, 2-332",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan, DR Congo (Zaire), Ethiopia","625, 490, 530","4","1-113",NA
1314,"NDA","NDA","","National Democratic Alliance",0,"","","",1,"645",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan","625","4","1-113",NA
1315,"JEM","JEM","","Justice and Equality Movement",0,"","","",1,"434",NA,1315,0,"","2-91",0,"",1,"NRF",1317,0,"",NA,1,"NRF, SRF","1317, 2047",0,"",NA,"Sudan","625","4","1-113","splinter"
1316,"SLM/A","SLM/A","","Sudan Liberation Movement/Army",0,"","","",1,"433",NA,1316,0,"","2-143, 2-92",0,"",0,"",NA,0,"",NA,1,"SRF","2047",0,"",NA,"Sudan","625","4","1-113",NA
1317,"NRF","NRF","","National Redemption Front",0,"","","",1,"630",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan","625","4","1-113",NA
1318,"SLM/A - MM","SLM/A - MM","","Sudan Liberation Movement/Army - Minni Minawi faction",0,"","","",1,"631",NA,1318,0,"","2-143",0,"",1,"SLM/A",1316,0,"",NA,1,"SRF, Darfur Joint Resistance Forces","2047, 5866",0,"",NA,"Sudan","625","4","1-113","splinter"
1319,"SLM/A-Unity","SLM/A-Unity","","Sudan Liberation Movement/Army-Unity",0,"","","",1,"648",NA,NA,0,"","",0,"",1,"SLM/A",1316,0,"",NA,0,"","",0,"",NA,"Sudan","625","4","1-113","splinter"
1320,"Monima ","Monima ","Mouvement National pour l’Independence de Madagascar","National Movement for the Independence of Madagascar",0,"","","",1,"540",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Madagascar (Malagasy)","580","4","1-114",NA
1321,"Military faction (forces of Mohamed Madbouh)","Military faction (forces of Mohamed Madbouh)","","Military faction (forces of Mohamed Madbouh)",0,"","","",1,"541",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Morocco","600","4","1-115","military faction"
1322,"Military faction (forces of Idi Amin)","Military faction (forces of Idi Amin)","","Military faction (forces of Idi Amin)",0,"","","",1,"554",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uganda","500","4","1-118","military faction"
1323,"Kikosi Maalum","Kikosi Maalum","Kikosi Maalum","Special Force",0,"","","",1,"700",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"UNLF","1327",0,"",NA,"Uganda","500","4","1-118",NA
1324,"Military faction (forces of Charles Arube)","Military faction (forces of Charles Arube)","","Military faction (forces of Charles Arube)",0,"","","",1,"555",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uganda","500","4","1-118","military faction"
1326,"Fronasa","Fronasa","","Front for National Salvation",0,"","","",1,"701",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"UNLF","1327",0,"",NA,"Uganda","500","4","1-118",NA
1327,"UNLF","UNLF","","Uganda National Liberation Front",0,"","","",1,"556",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uganda","500","4","1-118","alliance"
1328,"FUNA","FUNA","","Former Uganda National Army",0,"","","",1,"703",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uganda","500","4","1-118",NA
1329,"NRA","PRA","","Popular Resistance Army",1,"NRA","","National Resistance Army",1,"574",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uganda","500","4","1-118",NA
1330,"UNRF","UNRF","","Ugandan National Rescure Front",0,"","","",1,"704",NA,NA,0,"","",0,"",1,"FUNA",1328,0,"",NA,0,"","",0,"",NA,"Uganda","500","4","1-118","splinter"
1331,"HSM","HSM","","Holy Spirit Movement",0,"","","",1,"149",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uganda","500","4","1-118",NA
1332,"UPDA","UPDA","","Ugandan People’s Democratic Army",0,"","","",1,"706",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uganda","500","4","1-118",NA
1333,"UFM","UFM","","Uganda Freedom Movement",0,"","","",1,"575",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uganda","500","4","1-118",NA
1334,"UPA","UPA","","Uganda People's Army",0,"","","",1,"148",NA,1334,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uganda","500","4","1-118",NA
1335,"Lord's Army","Lord's Army","","Lord's Army",0,"","","",1,"708",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uganda","500","4","1-118",NA
1336,"LRA","UDCA","","Uganda Democratic Christian Army",1,"LRA","Lord's Resistance Army","Lord's Resistance Army",1,"151",NA,1336,0,"","2-107, 2-22, 2-25",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Uganda, Sudan, DR Congo (Zaire), Central African Republic, South Sudan","500, 625, 490, 482, 626","4","1-118",NA
1337,"ADF","ADF","","Alliance of Democratic Forces",0,"","","",1,"153",NA,1337,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"DR Congo (Zaire), Uganda","490, 500","4","1-118",NA
1338,"WNBF","WNBF","","West Nile Bank Front",0,"","","",1,"152",NA,1338,0,"","2-332",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sudan, Uganda","625, 500","4","1-118",NA
1339,"UNRF II","UNRF II","","Uganda National Rescue Front II",0,"","","",1,"431",NA,NA,0,"","2-331",0,"",1,"WNBF",1338,0,"",NA,0,"","",0,"",NA,"Uganda, Sudan","500, 625","4","1-118","splinter"
1340,"ZAPU","ZAPU","","Zimbabwe African People’s Union",0,"","","",1,"565",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,1,"PF","1342",0,"",NA,"Zimbabwe (Rhodesia)","552","4","1-122",NA
1341,"ZANU","ZANU","","Zimbabwe African National Union",0,"","","",1,"560",NA,NA,0,"","",0,"",1,"ZAPU",1340,0,"",NA,1,"PF","1342",0,"",NA,"Zimbabwe (Rhodesia)","552","4","1-122","splinter"
1342,"PF","PF","","Patriotic Front",0,"","","",1,"712",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Zimbabwe (Rhodesia)","552","4","1-122","alliance"
1343,"EIJM - AS","EIJM - AS","Harakat al Jihad al Islami - Abu Suhail faction","Eritrean Islamic Jihad Movement - Abu Suhail faction",0,"","","",1,"435",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Eritrea","531","4","1-130",NA
1345,"WSLF","WSLF","","Western Somali Liberation Front",0,"","","",1,"522",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ethiopia","530","4","1-133",NA
1346,"ONLF","ONLF","","Ogaden National Liberation Front",0,"","","",1,"54",NA,1346,0,"","2-363",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ethiopia","530","4","1-133",NA
1347,"Renamo","Renamo","Resistência nacional moçambicana","Mozambican National Resistance",0,"","","",1,"99",NA,1347,0,"","2-246",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Mozambique, Zimbabwe (Rhodesia), Zambia","541, 552, 551","4","1-136",NA
1349,"SSDF","SSDF","","Somali Salvation Democratic Front",0,"","","",1,"209",NA,NA,0,"","2-301, 2-306",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Somalia","520","4","1-141",NA
1350,"SNM","SNM","","Somali National Movement",0,"","","",1,"207",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Somalia","520","4","1-141",NA
1351,"SPM","SPM","","Somali Patriotic Movement",0,"","","",1,"208",NA,NA,0,"","2-300, 2-283",0,"",0,"",NA,0,"",NA,1,"SRRC","1354",0,"",NA,"Somalia","520","4","1-141",NA
1352,"USC/SSA","USC","","United Somali Congress",1,"USC/SSA","","United Somali Congress/Somali Salvation Alliance",1,"210",NA,NA,0,"","2-287, 2-152",0,"",0,"",NA,0,"",NA,1,"SRRC","1354",0,"",NA,"Somalia","520","4","1-141",NA
1353,"USC/SNA","USC/SNA","","United Somali Congress/Somali National Alliance",0,"","","",1,"211",NA,NA,0,"","2-307, 2-303, 2-298, 2-308, 2-302, 2-306",0,"",1,"USC/SSA",1352,0,"",NA,1,"SRRC","1354",0,"",NA,"Somalia","520","4","1-141","splinter"
1354,"SRRC","SRRC","","Somali Reconciliation and Restoration Council",0,"","","",1,"212",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Somalia","520","4","1-141","alliance"
1355,"ARS/UIC","SICS","","Supreme Islamic Council of Somalia",1,"ARS/UIC","","Alliance for the Re-Liberation of Somalia/Union of Islamic Courts",1,"632",NA,NA,0,"","2-21",0,"",0,"",NA,0,"",NA,1,"Hizbul Islam","1882",0,"",NA,"Somalia","520","4","1-141",NA
1357,"Military faction (forces of Samuel Doe)","Military faction (forces of Samuel Doe)","","Military faction (forces of Samuel Doe)",0,"","","",1,"525",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Liberia","450","4","1-146","military faction"
1358,"NPFL","NPFL","","National Patriotic Front of Liberia",0,"","","",1,"93",NA,1358,0,"","2-238, 2-239, 2-240, 2-241",1,"545001",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sierra Leone, Liberia, Ivory Coast","451, 450, 437","4","1-146",NA
1359,"INPFL","INPFL","","Independent National Patriotic Front of Liberia",0,"","","",1,"94",NA,1359,0,"","2-238",0,"",1,"NPFL",1358,0,"",NA,0,"","",0,"",NA,"Liberia","450","4","1-146","splinter"
1360,"LURD","LURD","","Liberians United for Reconciliation and Democracy",0,"","","",1,"95",NA,1360,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Liberia, Sierra Leone","450, 451","4","1-146",NA
1361,"MODEL","MODEL","","Movement for Democracy in Liberia",0,"","","",1,"352",NA,NA,0,"","",0,"",1,"LURD",1360,0,"",NA,0,"","",0,"",NA,"Liberia","450","4","1-146","splinter"
1362,"Résistance Armée Tunisienne","Résistance Armée Tunisienne","Résistance Armée Tunisienne","Tunisian Armed Resistance",0,"","","",1,"551",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Tunisia","616","4","1-148",NA
1363,"NRC","NRC","","National Revolutionary Council",0,"","","",1,"547",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Gambia","420","4","1-149",NA
1364,"ANC","ANC","","African National Congress",0,"","","",1,"558",NA,1364,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"South Africa","560","4","1-150",NA
1365,"Military faction (forces of Hezekiah Ochuka)","Military faction (forces of Hezekiah Ochuka)","","Military faction (forces of Hezekiah Ochuka)",0,"","","",1,"536",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Kenya","501","4","1-153","military faction"
1366,"Military faction (forces of Ibrahim Saleh)","Military faction (forces of Ibrahim Saleh)","","Military faction (forces of Ibrahim Saleh)",0,"","","",1,"539",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Cameroon","471","4","1-158","military faction"
1367,"MTD","MTD","Movement togolaise pour la démocratie","Togolese Movement for Democracy",0,"","","",1,"471",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Togo","461","4","1-163",NA
1369,"Popular Front","Popular Front","","Popular Front",0,"","","",1,"487",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Burkina Faso","439","4","1-165",NA
1370,"Presidential guard","Presidential guard","","Presidential guard",0,"","","",1,"158",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Comoros","581","4","1-167",NA
1371,"ALF","ALF","","Afar Liberation Front",0,"","","",1,"51",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ethiopia","530","4","1-168",NA
1372,"ARDUF","ARDUF","","Afar Revolutionary Democratic Unity Front",0,"","","",1,"52",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ethiopia","530","4","1-168",NA
1373,"MPA","MPLA","Mouvement Populaire de Libération de l'Azaouad","Popular Movement for the Liberation of Azawad",1,"MPA","Mouvement populaire de l’Azaouad","Azawad People´s Movement",1,"96",NA,NA,0,"","2-243",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Mali","432","4","1-177",NA
1374,"FIAA","FIAA","Front islamique arabe de l’Azaouad","Islamic Arab Front of Azawad",0,"","","",1,"97",NA,1374,0,"","2-243",1,"543201",1,"MPA",1373,0,"",NA,0,"","",0,"",NA,"Mali","432","4","1-177","splinter"
1375,"ATNMC","ADC – IB","Alliance démocratique du 23 Mai pour le changement - Ibrahim Bahanga faction","May 23 Democratic Alliance for Change - Ibrahim Bahanga faction",1,"ATNMC","Alliance Touareg Nord Mali pour le Changement","North Mali Tuareg Alliance for Change ",1,"650",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Mali","432","4","1-177",NA
1376,"FLAA","FLAA","Front de libération de l’Aїr et l’Azaouad","Aїr and Azawad Liberation Front",0,"","","",1,"761",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Niger","436","4","1-255",NA
1377,"CRA","CRA","Coordination de la résistance armée","Coordination of the Armed Resistance",0,"","","",1,"111",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Niger","436","4","1-178",NA
1378,"UFRA","UFRA","Union des Forces de la résistance armée","Union of Forces of the Armed Resistance",0,"","","",1,"762",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Niger","436","4","1-255",NA
1379,"FPR","FPR","Front patriotique rwandais","Rwandan Patriotic Front",0,"","","",1,"127",NA,1379,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Rwanda, Burundi","517, 516","4","1-179",NA
1380,"FDLR","FDLR","Forces démocratiques de libération du Rwanda","Democratic Liberation Forces of Rwanda",0,"","","",1,"828",NA,1380,0,"","2-445, 2-495",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"DR Congo (Zaire), Rwanda, Tanzania, Uganda","490, 517, 510, 500","4","1-179",NA
1381,"MFDC","MFDC","Mouvement des forces démocratiques de Casamance","Movement of the Democratic Forces of the Casamance",0,"","","",1,"129",NA,1381,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Senegal","433","4","1-180",NA
1382,"FRUD","FRUD","Front pour la restauration de l’unité et de la démocratie","Front for the Restoration of Unity and Democracy",0,"","","",1,"43",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Djibouti","522","4","1-184",NA
1383,"FRUD - AD","FRUD - AD","Front pour la restauration de l’unité et de la démocratie - Ahmed Dini faction","Front for the Restoration of Unity and Democracy - Ahmed Dini faction",0,"","","",1,"44",NA,NA,0,"","",0,"",1,"FRUD",1382,0,"",NA,0,"","",0,"",NA,"Djibouti","522","4","1-184","splinter"
1384,"RUF","RUF","","Revolutionary United Front",0,"","","",1,"130",NA,1384,0,"","2-467, 2-466",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sierra Leone, Guinea, Liberia","451, 438, 450","4","1-187",NA
1385,"AFRC","AFRC","","Armed Forces Revolutionary Council",0,"","","",1,"131",NA,1385,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sierra Leone, Guinea","451, 438","4","1-187",NA
1386,"Kamajors","Kamajors","Kamajors","Kamajors",0,"","","",1,"132",NA,1386,0,"","2-467",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Sierra Leone","451","4","1-187",NA
1387,"WSB","WSB","","West Side Boys",0,"","","",1,"714",NA,NA,0,"","",0,"",1,"AFRC",1385,0,"",NA,0,"","",0,"",NA,"Sierra Leone","451","4","1-187","splinter"
1388,"Takfir wa'l Hijra","Takfir wa'l Hijra","Takfir wa'l Hijra","Exile and Redemption",0,"","","",1,"2",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Algeria","615","4","1-191",NA
1389,"AIS","MIA","Mouvement Islamique Armée","Armed Islamic Movement",1,"FIS, AIS","Front Islamique du Salut, Armée Islamique du Salut ","Islamic Salvation Front, Islamic Salvation Army",1,"1",NA,NA,0,"","2-166",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Algeria","615","4","1-191",NA
1390,"GIA","GIA","Groupe islamique armée","Armed Islamic Group",0,"","","",1,"3",NA,1390,0,"","2-166",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Algeria","615","4","1-191",NA
1391,"AQIM","GSPC","Groupe salafiste pour la prédication et le combat","Salafist Group for Preaching and Combat",1,"AQIM","Qaida al-Jihad fi Bilad al-Maghrib al-Islami","al-Qaida Organization in the Islamic Maghreb",1,"4, 806, 863",NA,1391,0,"","2-488",1,"543202",1,"GIA",1390,0,"",NA,0,"","",0,"",NA,"Algeria, Mali, Mauritania","615, 432, 435","4","1-191, 1-267, 1-274","splinter"
1392,"FLEC-R","FLEC-R","Frente da libertação do enclave de Cabinda-Renovada","Front for the Liberation of the Enclave of Cabinda-Renewed",0,"","","",1,"191",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Angola","540","4","1-192",NA
1393,"FLEC-FAC","FLEC-FAC","Frente da libertação do enclave de Cabinda-Forças armadas de Cabinda","Front for the Liberation of the Enclave of Cabinda-Armed Forces of Cabinda",0,"","","",1,"190",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Angola","540","4","1-192",NA
1394,"AIAI","AIAI","al-Itahad al-Islami","Islamic Unity",0,"","","",1,"283",NA,NA,0,"","2-301",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Somalia, Ethiopia","520, 530","4","1-133",NA
1395,"FDR","FDR","Front démocratique pour le renouveau","Democratic Front for Renewal",0,"","","",1,"113",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Niger","436","4","1-212",NA
1397,"MPA/Republic of Anjouan","MPA/Republic of Anjouan","Mouvement populaire anjouanais/Republic of Anjouan","Anjouan People’s Movement/Republic of Anjouan",0,"","","",1,"35",NA,NA,0,"","2-180",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Comoros","581","4","1-213",NA
1398,"Cobras","Cobras","Cobras","Cobras",0,"","","",1,"189",NA,1398,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Congo","484","4","1-214",NA
1399,"Ninjas","Ninjas","Ninjas","Ninjas",0,"","","",1,"36",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",1,"Ntsiloulous",1401,"Congo","484","4","1-214",NA
1400,"Cocoyes","Cocoyes","Cocoyes","Cocoyes",0,"","","",1,"37",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Congo","484","4","1-214",NA
1401,"Ntsiloulous","Ntsiloulous","Ntsiloulous","Ntsiloulous",0,"","","",1,"38",NA,1401,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Congo","484","4","1-214",NA
1402,"Military Junta for the Consolidation of Democracy, Peace and Justice","Military Junta for the Consolidation of Democracy, Peace and Justice","","Military Junta for the Consolidation of Democracy, Peace and Justice",0,"","","",1,"58",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Guinea-Bissau","404","4","1-216",NA
1403,"Military faction","Military faction","","Military faction",0,"","","",1,"92",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Lesotho","570","4","1-217","military faction"
1404,"OLF","OLF","","Oromo Liberation Front",0,"","","",1,"55",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Ethiopia","530","4","1-219",NA
1406,"Military faction (forces of André Kolingba)","Military faction (forces of André Kolingba)","","Military faction (forces of André Kolingba)",0,"","","",1,"17",NA,NA,0,"","",0,"",0,"",NA,0,"",NA,0,"","",0,"",NA,"Central African Republic","482","4","1-222","military faction"
